Times,NpuID(Idx),ChipId(Idx),Pwr(W),Temp(C),AI Core(%),AI Cpu(%),Ctrl Cpu(%),Memory(%),Memory BW(%),Adjusted CPU Power (W),CPU Energy (J),Total Energy (J)
228,0,0,8.5,48,0,21,93,85,2,27.78571429,5.835,5.835
229,0,0,8.5,48,0,24,90,87,6,27.78571429,6.668571429,6.668571429
230,0,0,8.5,48,0,11,92,94,10,27.78571429,3.056428571,3.056428571
231,0,0,8.5,48,0,14,76,89,9,27.78571429,3.89,3.89
232,0,0,8.6,48,0,19,85,89,13,27.78571429,5.279285714,5.279285714
233,0,0,8.8,48,0,37,87,89,3,27.78571429,10.28071429,10.28071429
234,0,0,8.7,48,0,19,96,89,2,27.78571429,5.279285714,5.279285714
235,0,0,8.5,48,0,9,97,91,10,27.78571429,2.500714286,2.500714286
236,0,0,8.4,48,0,25,90,92,9,27.78571429,6.946428571,6.946428571
237,0,0,8.5,48,0,27,81,89,3,27.78571429,7.502142857,7.502142857
238,0,0,8.5,48,0,17,91,89,7,27.78571429,4.723571429,4.723571429
239,0,0,8.5,48,0,17,84,88,12,27.78571429,4.723571429,4.723571429
240,0,0,8.7,48,0,25,85,89,8,27.78571429,6.946428571,6.946428571
241,0,0,8.8,48,0,34,91,89,3,27.78571429,9.447142857,9.447142857
242,0,0,8.6,48,0,15,95,89,6,27.78571429,4.167857143,4.167857143
243,0,0,8.5,48,0,5,90,89,2,27.78571429,1.389285714,1.389285714
244,0,0,8.4,48,0,35,89,89,2,27.78571429,9.725,9.725
245,0,0,8.5,48,0,30,90,95,8,27.78571429,8.335714286,8.335714286
246,0,0,8.5,49,0,16,78,88,9,28,4.48,4.48
247,0,0,8.6,48,0,10,79,90,10,27.78571429,2.778571429,2.778571429
248,0,0,8.7,49,0,29,86,89,10,28,8.12,8.12
249,0,0,8.9,48,0,16,92,89,3,27.78571429,4.445714286,4.445714286
250,0,0,8.6,49,0,14,95,89,7,28,3.92,3.92
251,0,0,8.6,48,0,15,89,91,12,27.78571429,4.167857143,4.167857143
252,0,0,8.4,48,0,18,87,89,3,27.78571429,5.001428571,5.001428571
253,0,0,8.5,48,0,17,78,90,9,27.78571429,4.723571429,4.723571429
254,0,0,8.6,48,0,13,79,90,7,27.78571429,3.612142857,3.612142857
255,0,0,8.7,48,0,25,86,90,12,27.78571429,6.946428571,6.946428571
256,0,0,8.7,48,0,11,86,90,2,27.78571429,3.056428571,3.056428571
257,0,0,8.7,48,0,14,94,90,6,27.78571429,3.89,3.89
